OID_,FID_Garage_Points_buffered,OID1,CIT_CODE,FAC_CODE,LotName,AggieMap,Name,LotType,ORIG_FID,X,Y,BUFF_DIST,FID_Buildings,Number,Abbrev,Private,Type,Bldg,BldgAbbr,BldgName,YearBuilt,NumFloors,Address,City,Zip,MapDisplay,Shape_Length,Shape_Area
-1,2,,20400,CCG,Central Campus Garage,1,CCG,Garage Visitor,2,-96.33777,30.6165,150,1155,460,EABA,No,ACADEMIC,460,EABA,Engineering Activities Bldg A,1954,1,646 Lamar St,College Station,77843,Engineering Activities Bldg A | EABA | 0460,266.7749188,1122.180721
-1,3,,20100,NSG,Northside Garage,1,NSG,Garage Visitor,3,-96.34341,30.61924,150,638,547,,No,UNIVERSITY,547,,Break Room at Central Utility Plant,1980,1,193 Asbury St,College Station,77843,Break Room at Central Utility Plant |  | 0547,27.26174582,44.87130191
-1,3,,20100,NSG,Northside Garage,1,NSG,Garage Visitor,3,-96.34341,30.61924,150,643,524,BLOC,No,ACADEMIC,524,BLOC,Blocker Building,1981,6,155 Ireland St,College Station,77843,Blocker Building | BLOC | 0524,271.4998743,3590.096536
-1,3,,20100,NSG,Northside Garage,1,NSG,Garage Visitor,3,-96.34341,30.61924,150,651,388,NSPG,No,GARAGE,388,NSPG,Northside Parking Garage,1989,5,104 Ireland St,College Station,77843,Northside Parking Garage | NSPG | 0388,419.517477,10097.47971
-1,3,,20100,NSG,Northside Garage,1,NSG,Garage Visitor,3,-96.34341,30.61924,150,652,514,MASS,No,ACADEMIC,514,MASS,Munnerlyn Astronomy & Space Sciences Engineering,1960,2,101 Asbury St,College Station,77843,Munnerlyn Astronomy & Space Sciences Engineering | MASS | 0514,136.3107703,997.6521903
-1,3,,20100,NSG,Northside Garage,1,NSG,Garage Visitor,3,-96.34341,30.61924,150,659,496,UCO,No,OTHER,496,UCO,Utilities & Energy Services Central Office,1940,2,165 Asbury St,College Station,77843,Utilities & Energy Services Central Office | UCO | 0496,247.9938846,2056.827933
-1,3,,20100,NSG,Northside Garage,1,NSG,Garage Visitor,3,-96.34341,30.61924,150,660,498,CUP,No,OTHER,498,CUP,Central Utility Plant,1915,3,222 Ireland St,College Station,77843,Central Utility Plant | CUP | 0498,254.5698006,1459.785944
-1,3,,20100,NSG,Northside Garage,1,NSG,Garage Visitor,3,-96.34341,30.61924,150,669,424,HOTA,No,ACADEMIC,424,HOTA,Hotard Hall,1941,5,110 Asbury St,College Station,77843,Hotard Hall | HOTA | 0424,56.03586577,187.7652275
-1,3,,20100,NSG,Northside Garage,1,NSG,Garage Visitor,3,-96.34341,30.61924,150,670,9351,,No,UNIVERSITY,9351,,Water Tower,1979,1,191 Asbury St,College Station,77843,Water Tower |  | 9351,61.47789223,187.4958225
-1,3,,20100,NSG,Northside Garage,1,NSG,Garage Visitor,3,-96.34341,30.61924,150,674,652,NEEL,No,HOUSING TAMU,652,NEEL,Neeley Residence Hall,1980,4,140 Asbury St,College Station,77843,Neeley Residence Hall | NEEL | 0652,106.9976149,362.7014235
-1,3,,20100,NSG,Northside Garage,1,NSG,Garage Visitor,3,-96.34341,30.61924,150,676,653,HOBB,No,HOUSING TAMU,653,HOBB,Hobby Residence Hall,1980,4,160 Asbury St,College Station,77843,Hobby Residence Hall | HOBB | 0653,32.75485775,46.32190473
-1,3,,20100,NSG,Northside Garage,1,NSG,Garage Visitor,3,-96.34341,30.61924,150,914, ,,No,UNIVERSITY,,,,,,,,, |  | ,83.8287288,390.0954166
-1,3,,20100,NSG,Northside Garage,1,NSG,Garage Visitor,3,-96.34341,30.61924,150,915, ,,No,UNIVERSITY,,,,,,,,, |  | ,82.4928947,280.3355305
-1,3,,20100,NSG,Northside Garage,1,NSG,Garage Visitor,3,-96.34341,30.61924,150,950,297,MPHY,No,ACADEMIC,297,MPHY,Mitchell Physics Building,2009,7,578 University Dr,College Station,77843,Mitchell Physics Building | MPHY | 0297,175.3940475,1483.394121
-1,3,,20100,NSG,Northside Garage,1,NSG,Garage Visitor,3,-96.34341,30.61924,150,951,296,MIST,No,ACADEMIC,296,MIST,Mitchell Inst for Fundamental Phys & Astronomy,2009,7,576 University Dr,College Station,77843,Mitchell Inst for Fundamental Phys & Astronomy | MIST | 0296,109.2367697,774.0857141
-1,4,,20500,WCG,West Campus Garage,1,WCG,Garage Visitor,4,-96.34426,30.60849,150,410, ,,No,UNIVERSITY,,,,,,,,, |  | ,45.07606376,117.715432
-1,4,,20500,WCG,West Campus Garage,1,WCG,Garage Visitor,4,-96.34426,30.60849,150,416,1559,WCG,No,GARAGE,1559,WCG,West Campus Parking Garage,2003,8,201 John Kimbrough Bl,College Station,77843,West Campus Parking Garage | WCG | 1559,583.3347208,15735.31517
-1,4,,20500,WCG,West Campus Garage,1,WCG,Garage Visitor,4,-96.34426,30.60849,150,491, ,,No,UNIVERSITY,,,,,,,,, |  | ,45.8892438,121.0612086
-1,4,,20500,WCG,West Campus Garage,1,WCG,Garage Visitor,4,-96.34426,30.60849,150,495, ,,No,UNIVERSITY,,,,,,,,, |  | ,45.88924379,121.0615764
-1,4,,20500,WCG,West Campus Garage,1,WCG,Garage Visitor,4,-96.34426,30.60849,150,497, ,,No,UNIVERSITY,,,,,,,,, |  | ,45.89053887,121.0667548
-1,4,,20500,WCG,West Campus Garage,1,WCG,Garage Visitor,4,-96.34426,30.60849,150,503,1560,SREC,No,SPORTS,1560,SREC,Student Recreation Center,1995,4,797 Olsen Bl,College Station,77843,Student Recreation Center | SREC | 1560,307.3007372,1705.709546
-1,5,,20300,UCG,University Center Garage,1,UCG,Garage Visitor,5,-96.33865,30.61205,150,379,405,LACY,No,HOUSING TAMU,405,LACY,Lacy Hall - Dorm 6,1938,4,664 Military Mall,College Station,77843,Lacy Hall - Dorm 6 | LACY | 0405,130.4903719,210.6828225
-1,5,,20300,UCG,University Center Garage,1,UCG,Garage Visitor,5,-96.33865,30.61205,150,838,384,SCCT,No,ACADEMIC,384,SCCT,Sam Houston Sanders Corps of Cadets Center,1992,1,475 Short St,College Station,77843,Sam Houston Sanders Corps of Cadets Center | SCCT | 0384,210.0051645,2037.098578
-1,5,,20300,UCG,University Center Garage,1,UCG,Garage Visitor,5,-96.33865,30.61205,150,843,383,JJKB,No,ACADEMIC,383,JJKB,Koldus Building,1992,3,400 Joe Routt Bl,College Station,77843,Koldus Building | JJKB | 0383,468.6849993,5125.049384
-1,5,,20300,UCG,University Center Garage,1,UCG,Garage Visitor,5,-96.33865,30.61205,150,844,379,UCPG,No,GARAGE,379,UCPG,University Center Parking Garage,1992,7,660 Throckmorton St,College Station,77843,University Center Parking Garage | UCPG | 0379,407.9932248,9714.881779
-1,5,,20300,UCG,University Center Garage,1,UCG,Garage Visitor,5,-96.33865,30.61205,150,1008,446,RDER,No,ACADEMIC,446,RDER,Rudder Tower,1973,14,401 Joe Routt Bl,College Station,77843,Rudder Tower | RDER | 0446,167.3838857,461.1689732
-1,5,,20300,UCG,University Center Garage,1,UCG,Garage Visitor,5,-96.33865,30.61205,150,1045,1402,BUZB,No,HOUSING TAMU,1402,BUZB,Buzbee Leadership Learning Center,2012,5,682 Military Mall,College Station,77843,Buzbee Leadership Learning Center | BUZB | 1402,18.38708755,9.371298669
-1,5,,20300,UCG,University Center Garage,1,UCG,Garage Visitor,5,-96.33865,30.61205,150,1135,,,No,UNIVERSITY,,,,,,,,, |  | ,44.19506586,110.5318359
-1,6,,20600,CAG,Cain Garage,1,CAIN,Garage Visitor,6,-96.34355,30.61149,150,1023,454,MSC,No,ACADEMIC,454,MSC,Memorial Student Center,1951,4,275 Joe Routt Bl,College Station,77843,Memorial Student Center | MSC | 0454,217.4689387,1332.364739
-1,6,,20600,CAG,Cain Garage,1,CAIN,Garage Visitor,6,-96.34355,30.61149,150,1324,1544,CAIN,No,GARAGE,1544,,Cain Parking Garage,2016,5,500 Gene Stallings Bl,College Station,77843,Cain Parking Garage | CAIN | 1544,419.2116105,9406.68218
-1,6,,20600,CAG,Cain Garage,1,CAIN,Garage Visitor,6,-96.34355,30.61149,150,1325,,,No,GARAGE,,,,,,,,, |  | ,321.6746575,271.8511085
-1,6,,20600,CAG,Cain Garage,1,CAIN,Garage Visitor,6,-96.34355,30.61149,150,1326,,,No,GARAGE,,,,,,,,, |  | ,67.40857831,19.60066452
-1,6,,20600,CAG,Cain Garage,1,CAIN,Garage Visitor,6,-96.34355,30.61149,150,1327,,,No,GARAGE,,,,,,,,, |  | ,109.9257244,32.61022515
-1,6,,20600,CAG,Cain Garage,1,CAIN,Garage Visitor,6,-96.34355,30.61149,150,1328,,,No,GARAGE,,,,,,,,, |  | ,74.72982259,21.52474308
-1,6,,20600,CAG,Cain Garage,1,CAIN,Garage Visitor,6,-96.34355,30.61149,150,1329,,,No,GARAGE,,,,,,,,, |  | ,74.73079855,21.52419685
-1,6,,20600,CAG,Cain Garage,1,CAIN,Garage Visitor,6,-96.34355,30.61149,150,1362,1545,,No,SERVICE PVT,1545,,Cain Site Hotel,,,177 Joe Routt BL,College Station,77843,Cain Site Hotel |  | 1545,432.7988968,6930.307286
-1,2,,20400,CCG,Central Campus Garage,1,CCG,Garage Visitor,2,-96.33777,30.6165,150,105,468,LIBR,No,LIBRARY,468,LIBR,Evans Library,1929,7,400 Spence St,College Station,77843,Evans Library | LIBR | 0468,129.3575842,913.1199727
-1,2,,20400,CCG,Central Campus Garage,1,CCG,Garage Visitor,2,-96.33777,30.6165,150,1074,0468a,SCC,No,LIBRARY,,,,,,,,, | SCC | ,129.3575842,913.1199727
